GPU,Price,Avg_FPS,CP_Value
RTX3090,46900,111.71529411764706,0.0023819892135958864
RTX5070 TI,26990,63.67764705882353,0.0023593051892857922
RTX4070 SUPER,19900,31.303529411764703,0.001573041678983151
RTX2080 TI,26700,27.895882352941175,0.001044789601233752
